Chr,Start,End,Score
chr2L,15200000,15220000,-0.45039
chr2L,15220000,15240000,-0.06726
chr2L,15240000,15260000,0.43135
chr2L,15260000,15280000,0.48398
chr2L,15280000,15300000,0.56939
chr2L,15300000,15320000,0.01269
chr2L,15320000,15340000,-0.52645
chr2L,15340000,15360000,-0.62579
chr2L,15360000,15380000,0.29247
chr2L,15380000,15400000,0.32139
chr2L,15400000,15420000,-0.15138
chr2L,15420000,15440000,0.34282
chr2L,15440000,15460000,0.13408
chr2L,15460000,15480000,0.63047
chr2L,15480000,15500000,0.94923
chr2L,15500000,15520000,1.77519
chr2L,15520000,15540000,0.04746
chr2L,15540000,15560000,-0.40186
chr2L,15560000,15580000,-0.28466
chr2L,15580000,15600000,1.29471
chr2L,15600000,15620000,-0.01024
chr2L,15620000,15640000,-0.39357
chr2L,15640000,15660000,-1.46881
chr2L,15660000,15680000,
chr2L,15680000,15700000,
chr2L,15700000,15720000,
chr2L,15720000,15740000,-0.92939
chr2L,15740000,15760000,0.68680
chr2L,15760000,15780000,1.11496
chr2L,15780000,15800000,-0.69394
chr2L,15800000,15820000,-0.99182
chr2L,15820000,15840000,-1.49354
chr2L,15840000,15860000,-0.16186
chr2L,15860000,15880000,-0.73638
chr2L,15880000,15900000,-0.34295
chr2L,15900000,15920000,-0.67333
chr2L,15920000,15940000,-0.68435
chr2L,15940000,15960000,-0.55946
chr2L,15960000,15980000,0.12745
chr2L,15980000,16000000,-0.38346
chr2L,16000000,16020000,-0.60559
chr2L,16020000,16040000,-0.30545
chr2L,16040000,16060000,-1.11135
chr2L,16060000,16080000,-0.52176
chr2L,16080000,16100000,-0.51228
chr2L,16100000,16120000,-0.36786
chr2L,16120000,16140000,-0.14242
chr2L,16140000,16160000,0.19488
chr2L,16160000,16180000,-0.34948
chr2L,16180000,16200000,-2.00435
chr2L,16200000,16220000,-1.07856
chr2L,16220000,16240000,-1.11158
chr2L,16240000,16260000,1.69302
chr2L,16260000,16280000,1.36567
chr2L,16280000,16300000,0.20034
chr2L,16300000,16320000,0.66085
chr2L,16320000,16340000,0.50790
chr2L,16340000,16360000,0.86086
chr2L,16360000,16380000,-1.58083
chr2L,16380000,16400000,-0.65915
chr2L,16400000,16420000,-0.45210
chr2L,16420000,16440000,-1.42704
chr2L,16440000,16460000,1.17334
chr2L,16460000,16480000,-1.04605
chr2L,16480000,16500000,0.30995
chr2L,16500000,16520000,-0.19897
chr2L,16520000,16540000,2.40607
chr2L,16540000,16560000,-1.15085
chr2L,16560000,16580000,-1.44272
chr2L,16580000,16600000,-0.27333
chr2L,16600000,16620000,0.40341
chr2L,16620000,16640000,0.93306
chr2L,16640000,16660000,0.28755
chr2L,16660000,16680000,-0.75919
chr2L,16680000,16700000,0.59088
chr2L,16700000,16720000,-0.60612
chr2L,16720000,16740000,2.20048
chr2L,16740000,16760000,-0.03939
chr2L,16760000,16780000,-1.16109
chr2L,16780000,16800000,-0.71050
chr2L,16800000,16820000,0.11835
chr2L,16820000,16840000,0.38147
chr2L,16840000,16860000,-2.01607
chr2L,16860000,16880000,-0.59946
chr2L,16880000,16900000,0.99852
chr2L,16900000,16920000,0.91448
chr2L,16920000,16940000,-0.14788
chr2L,16940000,16960000,-0.89484
chr2L,16960000,16980000,-0.96887
chr2L,16980000,17000000,-0.96712
chr2L,17000000,17020000,-0.64085
chr2L,17020000,17040000,-1.29131
chr2L,17040000,17060000,-0.57585
chr2L,17060000,17080000,-0.37199
chr2L,17080000,17100000,-0.39465
chr2L,17100000,17120000,-1.05970
chr2L,17120000,17140000,-0.22126
chr2L,17140000,17160000,-1.26523
chr2L,17160000,17180000,-1.24566
chr2L,17180000,17200000,-0.86583
chr2L,17200000,17220000,-0.95358
chr2L,17220000,17240000,-0.16824
chr2L,17240000,17260000,-0.27273
chr2L,17260000,17280000,-0.40469
chr2L,17280000,17300000,-1.11600
chr2L,17300000,17320000,-0.64907
chr2L,17320000,17340000,-0.91923
chr2L,17340000,17360000,-1.48321
chr2L,17360000,17380000,-0.59744
chr2L,17380000,17400000,-0.48985
chr2L,17400000,17420000,-0.09527
chr2L,17420000,17440000,-0.81434
chr2L,17440000,17460000,0.10640
chr2L,17460000,17480000,-0.23590
chr2L,17480000,17500000,1.21505
chr2L,17500000,17520000,0.71152
chr2L,17520000,17540000,-0.34183
chr2L,17540000,17560000,-1.17992
chr2L,17560000,17580000,-0.79549
chr2L,17580000,17600000,-0.69225
chr2L,17600000,17620000,-0.46033
chr2L,17620000,17640000,-0.68913
chr2L,17640000,17660000,-0.52819
chr2L,17660000,17680000,-0.07200
chr2L,17680000,17700000,-0.57174
chr2L,17700000,17720000,-0.54697
chr2L,17720000,17740000,-0.45670
chr2L,17740000,17760000,-0.53278
chr2L,17760000,17780000,-0.46129
chr2L,17780000,17800000,-0.19318
chr2L,17800000,17820000,-1.48175
chr2L,17820000,17840000,-0.25901
chr2L,17840000,17860000,-0.60099
chr2L,17860000,17880000,-0.57925
chr2L,17880000,17900000,-0.54380
chr2L,17900000,17920000,-1.30119
chr2L,17920000,17940000,-1.22054
chr2L,17940000,17960000,-0.94722
chr2L,17960000,17980000,-0.03321
chr2L,17980000,18000000,-0.68084
chr2L,18000000,18020000,0.54016
chr2L,18020000,18040000,-0.91178
chr2L,18040000,18060000,-0.19262
chr2L,18060000,18080000,-0.95268
chr2L,18080000,18100000,-0.39811
chr2L,18100000,18120000,-0.93761
chr2L,18120000,18140000,-0.51815
chr2L,18140000,18160000,2.87951
chr2L,18160000,18180000,-0.84630
chr2L,18180000,18200000,-0.45422
chr2L,18200000,18220000,-0.56056
chr2L,18220000,18240000,-0.69241
chr2L,18240000,18260000,-0.09781
chr2L,18260000,18280000,-0.29026
chr2L,18280000,18300000,-0.14556
chr2L,18300000,18320000,-0.29013
chr2L,18320000,18340000,-1.13339
chr2L,18340000,18360000,-0.79461
chr2L,18360000,18380000,-0.42703
chr2L,18380000,18400000,-1.41167
chr2L,18400000,18420000,-1.28009
chr2L,18420000,18440000,-0.80496
chr2L,18440000,18460000,0.98358
chr2L,18460000,18480000,-1.34758
chr2L,18480000,18500000,0.27402
chr2L,18500000,18520000,-1.27772
chr2L,18520000,18540000,-0.15329
chr2L,18540000,18560000,0.25251
chr2L,18560000,18580000,0.77356
chr2L,18580000,18600000,-0.38103
chr2L,18600000,18620000,0.16964
chr2L,18620000,18640000,0.69924
chr2L,18640000,18660000,-0.03576
chr2L,18660000,18680000,-0.34591
chr2L,18680000,18700000,1.83329
chr2L,18700000,18720000,1.18251
chr2L,18720000,18740000,-1.04273
chr2L,18740000,18760000,-0.35541
chr2L,18760000,18780000,-0.27441
chr2L,18780000,18800000,-0.85453
chr2L,18800000,18820000,-0.86463
chr2L,18820000,18840000,0.66605
chr2L,18840000,18860000,0.17258
chr2L,18860000,18880000,0.21147
chr2L,18880000,18900000,-0.47560
chr2L,18900000,18920000,-0.41097
chr2L,18920000,18940000,-0.33879
chr2L,18940000,18960000,0.61166
chr2L,18960000,18980000,0.52808
chr2L,18980000,19000000,2.18727
chr2L,19000000,19020000,1.24273
chr2L,19020000,19040000,1.27922
chr2L,19040000,19060000,1.99280
chr2L,19060000,19080000,0.65359
chr2L,19080000,19100000,-0.42941
chr2L,19100000,19120000,-0.59593
chr2L,19120000,19140000,1.31992
chr2L,19140000,19160000,1.99034
chr2L,19160000,19180000,0.83639
chr2L,19180000,19200000,-0.03816
chr2L,19200000,19220000,-0.21889
chr2L,19220000,19240000,-0.17389
chr2L,19240000,19260000,0.86384
chr2L,19260000,19280000,-0.52136
chr2L,19280000,19300000,1.10187
chr2L,19300000,19320000,0.13032
chr2L,19320000,19340000,-0.16995
chr2L,19340000,19360000,1.29377
chr2L,19360000,19380000,0.44802
chr2L,19380000,19400000,1.65931
chr2L,19400000,19420000,-0.75495
chr2L,19420000,19440000,1.98154
chr2L,19440000,19460000,0.67190
chr2L,19460000,19480000,-0.55551
chr2L,19480000,19500000,1.90815
chr2L,19500000,19520000,-0.26242
chr2L,19520000,19540000,1.01934
chr2L,19540000,19560000,0.58805
chr2L,19560000,19580000,1.09598
chr2L,19580000,19600000,0.01232
chr2L,19600000,19620000,-1.43338
chr2L,19620000,19640000,-0.84643
chr2L,19640000,19660000,0.03691
chr2L,19660000,19680000,-1.61544
chr2L,19680000,19700000,-0.43956
chr2L,19700000,19720000,0.81393
chr2L,19720000,19740000,-0.77151
chr2L,19740000,19760000,0.41985
chr2L,19760000,19780000,-0.95103
chr2L,19780000,19800000,0.20536
chr2L,19800000,19820000,-0.41415
chr2L,19820000,19840000,0.68452
chr2L,19840000,19860000,-0.40313
chr2L,19860000,19880000,0.11038
chr2L,19880000,19900000,-0.14173
chr2L,19900000,19920000,0.25004
chr2L,19920000,19940000,-0.38480
chr2L,19940000,19960000,1.13218
chr2L,19960000,19980000,-0.19303
chr2L,19980000,20000000,0.01830
chr2L,20000000,20020000,-0.98042
chr2L,20020000,20040000,-0.81128
chr2L,20040000,20060000,-0.79068
chr2L,20060000,20080000,1.17957
chr2L,20080000,20100000,0.76676
chr2L,20100000,20120000,-0.61464
chr2L,20120000,20140000,-0.25775
chr2L,20140000,20160000,0.00773
chr2L,20160000,20180000,-1.67894
chr2L,20180000,20200000,-3.47101
chr2L,20200000,20220000,-0.72757
chr2L,20220000,20240000,-1.27379
chr2L,20240000,20260000,-1.33967
chr2L,20260000,20280000,0.05646
chr2L,20280000,20300000,-0.77053
chr2L,20300000,20320000,-0.79507
chr2L,20320000,20340000,0.19062
chr2L,20340000,20360000,0.39173
chr2L,20360000,20380000,-0.22296
chr2L,20380000,20400000,-1.07612
chr2L,20400000,20420000,-0.27945
chr2L,20420000,20440000,-0.91338
chr2L,20440000,20460000,-0.73994
chr2L,20460000,20480000,0.06617
chr2L,20480000,20500000,-0.18894
chr2L,20500000,20520000,-0.10695
chr2L,20520000,20540000,-0.15899
chr2L,20540000,20560000,0.23754
chr2L,20560000,20580000,-0.35886
chr2L,20580000,20600000,0.29343
chr2L,20600000,20620000,1.08416
chr2L,20620000,20640000,-0.17594
chr2L,20640000,20660000,1.17205
chr2L,20660000,20680000,0.82843
chr2L,20680000,20700000,0.56532
chr2L,20700000,20720000,-0.64648
chr2L,20720000,20740000,1.87753
chr2L,20740000,20760000,1.58611
chr2L,20760000,20780000,-0.01854
chr2L,20780000,20800000,-0.40053
chr2L,20800000,20820000,0.04954
chr2L,20820000,20840000,0.28411
chr2L,20840000,20860000,-1.01381
chr2L,20860000,20880000,0.03760
chr2L,20880000,20900000,0.78195
chr2L,20900000,20920000,1.39666
chr2L,20920000,20940000,1.15708
chr2L,20940000,20960000,-0.69294
chr2L,20960000,20980000,-0.61895
chr2L,20980000,21000000,-0.25378
chr2L,21000000,21020000,-0.72564
chr2L,21020000,21040000,0.82574
chr2L,21040000,21060000,0.82230
chr2L,21060000,21080000,-1.44703
chr2L,21080000,21100000,-0.55822
chr2L,21100000,21120000,0.00717
chr2L,21120000,21140000,-1.90814
chr2L,21140000,21160000,1.80314
chr2L,21160000,21180000,1.68077
chr2L,21180000,21200000,0.01529
chr2L,21200000,21220000,0.24393
chr2L,21220000,21240000,-0.25586
chr2L,21240000,21260000,-1.07561
chr2L,21260000,21280000,-0.82093
chr2L,21280000,21300000,-1.58751
chr2L,21300000,21320000,-0.65799
chr2L,21320000,21340000,-1.71166
chr2L,21340000,21360000,-1.15890
chr2L,21360000,21380000,-1.00967
chr2L,21380000,21400000,-1.99803
chr2L,21400000,21420000,-0.96955
chr2L,21420000,21440000,-2.84503
chr2L,21440000,21460000,
chr2L,21460000,21480000,
chr2L,21480000,21500000,
chr2L,21500000,21520000,
chr2L,21520000,21540000,0.18838
chr2L,21540000,21560000,-0.31301
chr2L,21560000,21580000,-0.64745
chr2L,21580000,21600000,-1.35983
chr2L,21600000,21620000,-2.32999
chr2L,21620000,21640000,-0.63771
chr2L,21640000,21660000,-0.73055
chr2L,21660000,21680000,-1.05435
chr2L,21680000,21700000,0.44902
chr2L,21700000,21720000,-1.63408
chr2L,21720000,21740000,-2.77514
chr2L,21740000,21760000,0.05791
chr2L,21760000,21780000,-1.03145
chr2L,21780000,21800000,-1.43670
chr2L,21800000,21820000,-0.73663
chr2L,21820000,21840000,0.65021
chr2L,21840000,21860000,-1.21944
chr2L,21860000,21880000,-0.85640
chr2L,21880000,21900000,-1.19328
chr2L,21900000,21920000,-1.15846
chr2L,21920000,21940000,-0.39333
chr2L,21940000,21960000,-1.36309
chr2L,21960000,21980000,-0.74423
chr2L,21980000,22000000,-1.08382
chr2L,22000000,22020000,-1.06064
chr2L,22020000,22040000,-0.92196
chr2L,22040000,22060000,-1.73861
chr2L,22060000,22080000,-1.51620
chr2L,22080000,22100000,-1.12318
chr2L,22100000,22120000,-0.59721
chr2L,22120000,22140000,0.82061
chr2L,22140000,22160000,-0.77938
chr2L,22160000,22180000,-0.27739
chr2L,22180000,22200000,-1.25433
chr2L,22200000,22220000,-1.38345
chr2L,22220000,22240000,0.34199
chr2L,22240000,22260000,0.44992
chr2L,22260000,22280000,-2.28614
chr2L,22280000,22300000,-0.88469
chr2L,22300000,22320000,-3.35878
chr2L,22320000,22340000,-2.18843
chr2L,22340000,22360000,0.62955
chr2L,22360000,22380000,-1.72088
chr2L,22380000,22400000,-0.36229
chr2L,22400000,22420000,-0.15549
chr2L,22420000,22440000,0.62366
chr2L,22440000,22460000,0.24193
chr2L,22460000,22480000,1.46443
chr2L,22480000,22500000,0.48001
chr2L,22500000,22520000,1.48653
chr2L,22520000,22540000,-0.58022
chr2L,22540000,22560000,0.54405
chr2L,22560000,22580000,-0.84183
chr2L,22580000,22600000,0.43077
chr2L,22600000,22620000,-1.15939
chr2L,22620000,22640000,-0.34657
chr2L,22640000,22660000,-2.47011
chr2L,22660000,22680000,-3.30929
chr2L,22680000,22700000,0.65315
chr2L,22700000,22720000,-0.67821
chr2L,22720000,22740000,0.30842
chr2L,22740000,22760000,-2.18642
chr2L,22760000,22780000,-0.29225
chr2L,22780000,22800000,-0.92406
chr2L,22800000,22820000,-0.59135
chr2L,22820000,22840000,-1.79508
chr2L,22840000,22860000,-1.31105
chr2L,22860000,22880000,0.03086
chr2L,22880000,22900000,-1.50546
chr2L,22900000,22920000,-2.88016
chr2L,22920000,22940000,-1.92779
chr2L,22940000,22960000,-1.43179
chr2L,22960000,22980000,0.63422
chr2L,22980000,23000000,-1.85910
chr2L,23000000,23020000,
